Category,Descript,DayOfWeek,PdDistrict,Resolution
ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Sunday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,SOUTHERN,"ARREST, CITED"
RUNAWAY,RUNAWAY,Sunday,PARK,NONE
WARRANTS,WARRANT ARREST,Sunday,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,CENTRAL,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,SOUTHERN,NONE
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,NORTHERN,"ARREST, BOOKED"
MISSING PERSON,MISSING JUVENILE,Sunday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,TENDERLOIN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,NONE
ASSAULT,BATTERY,Sunday,CENTRAL,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,TENDERLOIN,JUVENILE CITED
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TENDERLOIN,JUVENILE CITED
OTHER OFFENSES,DANGER OF LEADING IMMORAL LIFE,Sunday,TENDERLOIN,JUVENILE CITED
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Sunday,PARK,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,PSYCHOPATHIC CASE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,MISSION,NONE
ASSAULT,BATTERY,Sunday,BAYVIEW,"ARREST, BOOKED"
KIDNAPPING,FALSE IMPRISONMENT,Sunday,BAYVIEW,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,PARK,"ARREST, CITED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,PSYCHOPATHIC CASE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,INGLESIDE,"ARREST, CITED"
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,TARAVAL,NONE
OTHER OFFENSES,PROBATION VIOLATION,Sunday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,SOUTHERN,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,INGLESIDE,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,BAYVIEW,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,INGLESIDE,"ARREST, CITED"
ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Sunday,MISSION,UNFOUNDED
NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,TENDERLOIN,NONE
WEAPON LAWS,CARRYING OF CONCEALED WEAPON BY CONVICTED FELON,Monday,CENTRAL,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Monday,CENTRAL,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF STORE, ATTEMPTED FORCIBLE ENTRY",Monday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
ASSAULT,BATTERY,Monday,TENDERLOIN,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,RICHMOND,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,SOUTHERN,"ARREST, BOOKED"
MISSING PERSON,MISSING ADULT,Monday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TARAVAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,MISSION,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
ASSAULT,BATTERY,Monday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Monday,PARK,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,INGLESIDE,"ARREST, CITED"
BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BUILDING UNDER CONSTRUCTION",Friday,SOUTHERN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,MISSION,NONE
LARCENY/THEFT,ATTEMPTED GRAND THEFT PICKPOCKET,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,TARAVAL,NONE
TRESPASS,TRESPASSING,Monday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,SOUTHERN,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,PARK,PSYCHOPATHIC CASE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Monday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Monday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,PARK,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Saturday,CENTRAL,NONE
ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN,Monday,NORTHERN,NONE
OTHER OFFENSES,PROBATION VIOLATION,Monday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Monday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
WEAPON LAWS,POSS OF LOADED FIREARM,Monday,BAYVIEW,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,PARK,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,MISSION,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Monday,PARK,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,PARK,NONE
OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Monday,MISSION,"ARREST, CITED"
OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,"ARREST, CITED"
OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,MISSION,"ARREST, CITED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,TARAVAL,NONE
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TARAVAL,"ARREST, CITED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,RICHMOND,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Thursday,SOUTHERN,NONE
LOITERING,UNLAWFUL ASSEMBLY,Monday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,INGLESIDE,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Monday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Monday,RICHMOND,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Monday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,INGLESIDE,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Monday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Monday,TENDERLOIN,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Monday,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN",Tuesday,MISSION,NONE
DRUG/NARCOTIC,SALE OF MARIJUANA,Monday,PARK,JUVENILE CITED
OTHER OFFENSES,RESISTING ARREST,Monday,PARK,JUVENILE CITED
DRUG/NARCOTIC,SALE OF MARIJUANA,Monday,PARK,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,RICHMOND,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,MISSION,NONE
OTHER OFFENSES,RESISTING ARREST,Monday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Monday,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,RICHMOND,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
ASSAULT,THREATS AGAINST LIFE,Tuesday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,PSYCHOPATHIC CASE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,TARAVAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,PARK,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TENDERLOIN,JUVENILE CITED
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TENDERLOIN,JUVENILE CITED
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,SOUTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,TENDERLOIN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,SOUTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,INGLESIDE,"ARREST, CITED"
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,SOUTHERN,NONE
OTHER OFFENSES,PAROLE VIOLATION,Monday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TARAVAL,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,MISSION,"ARREST, CITED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,PARK,NONE
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Monday,PARK,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,CENTRAL,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,NORTHERN,"ARREST, BOOKED"
ASSAULT,ATTEMPTED MAYHEM WITH BODILY FORCE,Monday,MISSION,"ARREST, BOOKED"
KIDNAPPING,FALSE IMPRISONMENT,Monday,MISSION,"ARREST, BOOKED"
FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,MISSION,NONE
WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,RICHMOND,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,BAYVIEW,UNFOUNDED
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,SOUTHERN,NONE
ASSAULT,BATTERY,Monday,SOUTHERN,NONE
WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,TENDERLOIN,NONE
OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Monday,TARAVAL,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Monday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Monday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Monday,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TARAVAL,PSYCHOPATHIC CASE
NON-CRIMINAL,FOUND PROPERTY,Monday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,PARK,NONE
LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,MISSION,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Sunday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,RICHMOND,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,NORTHERN,PSYCHOPATHIC CASE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Tuesday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,NORTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,NORTHERN,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,BAYVIEW,NONE
NON-CRIMINAL,IMPOUNDED VEHICLE,Tuesday,BAYVIEW,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE
RUNAWAY,RUNAWAY,Thursday,BAYVIEW,LOCATED
MISSING PERSON,MISSING JUVENILE,Thursday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Thursday,BAYVIEW,LOCATED
MISSING PERSON,MISSING ADULT,Saturday,MISSION,LOCATED
MISSING PERSON,FOUND PERSON,Saturday,MISSION,LOCATED
MISSING PERSON,MISSING JUVENILE,Sunday,PARK,LOCATED
BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",Saturday,SOUTHERN,NONE
MISSING PERSON,MISSING ADULT,Sunday,TARAVAL,LOCATED
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
MISSING PERSON,MISSING JUVENILE,Tuesday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Tuesday,BAYVIEW,LOCATED
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,MISSION,NONE
MISSING PERSON,MISSING ADULT,Tuesday,PARK,LOCATED
NON-CRIMINAL,FOUND PROPERTY,Friday,MISSION,NONE
MISSING PERSON,MISSING JUVENILE,Friday,PARK,LOCATED
MISSING PERSON,FOUND PERSON,Friday,PARK,LOCATED
MISSING PERSON,MISSING ADULT,Friday,NORTHERN,LOCATED
MISSING PERSON,FOUND PERSON,Friday,NORTHERN,LOCATED
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE
RUNAWAY,RUNAWAY,Saturday,BAYVIEW,LOCATED
MISSING PERSON,MISSING JUVENILE,Saturday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Saturday,BAYVIEW,LOCATED
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TENDERLOIN,NONE
NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Monday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN TRUCK,Monday,MISSION,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,UNFOUNDED
NON-CRIMINAL,COURTESY REPORT,Wednesday,SOUTHERN,NONE
WEAPON LAWS,POSS OF PROHIBITED WEAPON,Wednesday,INGLESIDE,NOT PROSECUTED
VEHICLE THEFT,STOLEN TRUCK,Tuesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,MISSION,NONE
VEHICLE THEFT,STOLEN TRUCK,Wednesday,NORTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Wednesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,INGLESIDE,NONE
MISSING PERSON,MISSING ADULT,Saturday,SOUTHERN,NONE
MISSING PERSON,FOUND PERSON,Saturday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Thursday,PARK,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Thursday,PARK,"ARREST, BOOKED"
STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Thursday,PARK,"ARREST, BOOKED"
MISSING PERSON,MISSING ADULT,Monday,SOUTHERN,LOCATED
MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,LOCATED
ASSAULT,BATTERY,Thursday,TARAVAL,"ARREST, CITED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,CENTRAL,NONE
NON-CRIMINAL,AIDED CASE,Friday,TARAVAL,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,RICHMOND,UNFOUNDED
ASSAULT,THREATS AGAINST LIFE,Friday,CENTRAL,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE
BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Monday,MISSION,NONE
ASSAULT,THREATS AGAINST LIFE,Friday,INGLESIDE,NONE
BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Wednesday,INGLESIDE,NONE
ASSAULT,THREATS AGAINST LIFE,Friday,TENDERLOIN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,CENTRAL,UNFOUNDED
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,RICHMOND,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,BAYVIEW,NONE
BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Saturday,NORTHERN,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,CENTRAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,BAYVIEW,NONE
ASSAULT,THREATS AGAINST LIFE,Friday,BAYVIEW,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,PARK,NONE
MISSING PERSON,MISSING ADULT,Sunday,MISSION,LOCATED
MISSING PERSON,FOUND PERSON,Sunday,MISSION,LOCATED
ASSAULT,THREATENING PHONE CALL(S),Sunday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Sunday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,CENTRAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,RICHMOND,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE
NON-CRIMINAL,AIDED CASE,Saturday,NORTHERN,NONE
OTHER OFFENSES,RESISTING ARREST,Saturday,BAYVIEW,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,INGLESIDE,NONE
NON-CRIMINAL,AIDED CASE,Saturday,SOUTHERN,NONE
